index	kind	model	program	sha256	arguments	expected_sc	builtin_status	cat_status	classification	builtin_signature	cat_signature
131	correct	sc	correct/litmus/isa2/variants/isa20.c	067974609b6c56c710534d46b34af92aad5a2883a13a28b7dd61c160106bec02	 | 	7	0	0	match	No errors were detected.;Number of complete executions explored: 7	No errors were detected.;Number of complete executions explored: 7
131	correct	tso	correct/litmus/isa2/variants/isa20.c	067974609b6c56c710534d46b34af92aad5a2883a13a28b7dd61c160106bec02	 | 	7	0	0	match	No errors were detected.;Number of complete executions explored: 7	No errors were detected.;Number of complete executions explored: 7
132	correct	sc	correct/litmus/malloc-dep/variants/malloc-dep0.c	57d0daec84c4ec3cf32c32b93125b3397e498debb090ac9abedf60edb5bc510f	 | 	2	0	0	match	Warning: Unfreed memory!;No errors were detected.;Number of complete executions explored: 2	Warning: Unfreed memory!;No errors were detected.;Number of complete executions explored: 2
132	correct	tso	correct/litmus/malloc-dep/variants/malloc-dep0.c	57d0daec84c4ec3cf32c32b93125b3397e498debb090ac9abedf60edb5bc510f	 | 	2	0	0	match	Warning: Unfreed memory!;No errors were detected.;Number of complete executions explored: 2	Warning: Unfreed memory!;No errors were detected.;Number of complete executions explored: 2
133	correct	sc	correct/litmus/ori/variants/ori0.c	2608be247775c9883e5ad9bcb586162b2029ddf1adbc88948d631a7cbe9020c7	-disable-ipr -disable-sr  | 	5	0	0	match	No errors were detected.;Number of complete executions explored: 5	No errors were detected.;Number of complete executions explored: 5
133	correct	tso	correct/litmus/ori/variants/ori0.c	2608be247775c9883e5ad9bcb586162b2029ddf1adbc88948d631a7cbe9020c7	-disable-ipr -disable-sr  | 	5	0	0	match	No errors were detected.;Number of complete executions explored: 5	No errors were detected.;Number of complete executions explored: 5
134	correct	sc	correct/litmus/peterZ/variants/peterZ0.c	a301a494bda577e5f0a845718570c2ddfc590fb5485b39cfca32b8d567f26909	 | 	7	0	0	match	No errors were detected.;Number of complete executions explored: 7	No errors were detected.;Number of complete executions explored: 7
134	correct	tso	correct/litmus/peterZ/variants/peterZ0.c	a301a494bda577e5f0a845718570c2ddfc590fb5485b39cfca32b8d567f26909	 | 	7	0	0	match	No errors were detected.;Number of complete executions explored: 7	No errors were detected.;Number of complete executions explored: 7
135	correct	sc	correct/litmus/po-loc/variants/po-loc0.c	93cdb08fcff423b6a525d056d280465e9873b8cda40c24ac77ba8f3b2911d498	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
135	correct	tso	correct/litmus/po-loc/variants/po-loc0.c	93cdb08fcff423b6a525d056d280465e9873b8cda40c24ac77ba8f3b2911d498	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
136	correct	sc	correct/litmus/psc-ar/variants/psc-ar0.c	9266a276ba777a51da981828a2a694428276deb5594e8515d18a48d3e6e7c128	 | 	0	0	0	match	No errors were detected.;Number of complete executions explored: 0;Number of blocked executions seen: 1	No errors were detected.;Number of complete executions explored: 0;Number of blocked executions seen: 1
136	correct	tso	correct/litmus/psc-ar/variants/psc-ar0.c	9266a276ba777a51da981828a2a694428276deb5594e8515d18a48d3e6e7c128	 | 	0	0	0	match	No errors were detected.;Number of complete executions explored: 0;Number of blocked executions seen: 1	No errors were detected.;Number of complete executions explored: 0;Number of blocked executions seen: 1
137	correct	sc	correct/litmus/psc-base-notin-ar/variants/psc-base-notin-ar0.c	b6b79c581a7704f985326906f7a4c153a7fa2a93e9442c0e440dad8d197b54ea	-disable-ipr -disable-sr  | 	1	17	17	unsupported-baseline	-	-
137	correct	tso	correct/litmus/psc-base-notin-ar/variants/psc-base-notin-ar0.c	b6b79c581a7704f985326906f7a4c153a7fa2a93e9442c0e440dad8d197b54ea	-disable-ipr -disable-sr  | 	1	17	17	unsupported-baseline	-	-
138	correct	sc	correct/litmus/psc-sbhbsb/variants/psc-sbhbsb0.c	fb83a113e45310ca676b74c3d213de91ed143527a5fed3ff94ec07fb4875473a	 | 	1	0	0	match	No errors were detected.;Number of complete executions explored: 1;Number of blocked executions seen: 1	No errors were detected.;Number of complete executions explored: 1;Number of blocked executions seen: 1
138	correct	tso	correct/litmus/psc-sbhbsb/variants/psc-sbhbsb0.c	fb83a113e45310ca676b74c3d213de91ed143527a5fed3ff94ec07fb4875473a	 | 	1	0	0	match	No errors were detected.;Number of complete executions explored: 1;Number of blocked executions seen: 1	No errors were detected.;Number of complete executions explored: 1;Number of blocked executions seen: 1
139	correct	sc	correct/litmus/rel-B-cumul-acq/variants/relbcumulacq0.c	11f03c5f99b5cc0e51dba82052f54c1efd66cb8d8deb00d859af1de8304fd5b3	 | 	14	0	0	match	No errors were detected.;Number of complete executions explored: 14	No errors were detected.;Number of complete executions explored: 14
139	correct	tso	correct/litmus/rel-B-cumul-acq/variants/relbcumulacq0.c	11f03c5f99b5cc0e51dba82052f54c1efd66cb8d8deb00d859af1de8304fd5b3	 | 	14	0	0	match	No errors were detected.;Number of complete executions explored: 14	No errors were detected.;Number of complete executions explored: 14
140	correct	sc	correct/litmus/rel-pporf/variants/rel-pporf0.c	76eee37073bf082ad7cf51d7f3bc715e77818e9a47d27c71bd6fbef3d9e138e3	   |  -DUSE_STORE	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
140	correct	tso	correct/litmus/rel-pporf/variants/rel-pporf0.c	76eee37073bf082ad7cf51d7f3bc715e77818e9a47d27c71bd6fbef3d9e138e3	   |  -DUSE_STORE	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
141	correct	sc	correct/litmus/relacq-B-cumul/variants/relacq-B-cumul0.c	565e6c3c98c6eba1fc65a38dbc79cfe796d03db245b2416b7e5eb9a47025e324	 | 	7	0	0	match	No errors were detected.;Number of complete executions explored: 7	No errors were detected.;Number of complete executions explored: 7
141	correct	tso	correct/litmus/relacq-B-cumul/variants/relacq-B-cumul0.c	565e6c3c98c6eba1fc65a38dbc79cfe796d03db245b2416b7e5eb9a47025e324	 | 	7	0	0	match	No errors were detected.;Number of complete executions explored: 7	No errors were detected.;Number of complete executions explored: 7
142	correct	sc	correct/litmus/relseq/variants/relseq0.c	e45b5979d051156a03839509e203ecc6a0615189700851823f5e9ac253947838	-disable-ipr -disable-sr  | 	16	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 16	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 16
142	correct	tso	correct/litmus/relseq/variants/relseq0.c	e45b5979d051156a03839509e203ecc6a0615189700851823f5e9ac253947838	-disable-ipr -disable-sr  | 	16	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 16	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 16
143	correct	sc	correct/litmus/rfi-preserved/variants/rfi-preserved0.c	54e600d7b2a59be7f113dd429c8cf4ddb18119c21131d69ff97d394ebf746423	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
143	correct	tso	correct/litmus/rfi-preserved/variants/rfi-preserved0.c	54e600d7b2a59be7f113dd429c8cf4ddb18119c21131d69ff97d394ebf746423	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
144	correct	sc	correct/litmus/rii/variants/rii0.c	777972c8b697d344b35b9a2dd7c28e90585081f584423fafab0638c97b7b23ec	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
144	correct	tso	correct/litmus/rii/variants/rii0.c	777972c8b697d344b35b9a2dd7c28e90585081f584423fafab0638c97b7b23ec	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
145	correct	sc	correct/litmus/rinc+wr/variants/rinc+wr0.c	35b61105422b61f6664cc249ec98fb0dc435873f681c4a42bfca05b6728b87c1	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
145	correct	tso	correct/litmus/rinc+wr/variants/rinc+wr0.c	35b61105422b61f6664cc249ec98fb0dc435873f681c4a42bfca05b6728b87c1	-disable-ipr -disable-sr  | 	3	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 3
146	correct	sc	correct/litmus/riwi/variants/riwi0.c	fd5bfb900eeb65e5b613538567f1ce033d8d6abcdfa959c46a6749d0c4584924	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
146	correct	tso	correct/litmus/riwi/variants/riwi0.c	fd5bfb900eeb65e5b613538567f1ce033d8d6abcdfa959c46a6749d0c4584924	 | 	3	0	0	match	No errors were detected.;Number of complete executions explored: 3	No errors were detected.;Number of complete executions explored: 3
147	correct	sc	correct/litmus/small0/variants/small00.c	ab8f6ed692c8fe322b9e5b5454b52fb5dd17bf8137a8655a912a88692529c287	-disable-ipr -disable-sr  | 	9	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 9	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 9
147	correct	tso	correct/litmus/small0/variants/small00.c	ab8f6ed692c8fe322b9e5b5454b52fb5dd17bf8137a8655a912a88692529c287	-disable-ipr -disable-sr  | 	9	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 9	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 9
148	correct	sc	correct/litmus/small0/variants/small00r.c	687ecaa61c9056ec9a8354ede87673bbe67d7fbb19ec991dc6a9622a6a7238a3	-disable-ipr -disable-sr  | 	9	0	0	match	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 9	Warning: Unordered writes!;No errors were detected.;Number of complete executions explored: 9
